,cd_indicador,nm_indicador,dc_formula_indicador,dc_conceito_indicador,dc_interpretacao_indicador,dc_nota_tecnica,in_visibilidade,cd_tipo_situacao,dt_atualizacao,cd_operador,cd_tipo_unidade_medida,cd_fonte,nm_completo_indicador,dc_periodicidade_indicador,dc_unidade_territorial,dc_serie_historica,dc_tag_indicador,dc_observacao_indicador,tx_fonte_indicador,in_consideracao_regiao
339,340.0,Número médio de acessos nas localidades atendidas pelo WiFi aberto (por 100 mil habitantes),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0347"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0001"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100000"",""tipo"":""constante""}]",Mede a média de acessos,,"Para calcular a média mensal de acessos de 2019, foi feita o seguinte cálculo: 
∑ (NumConexões(localidade,mese〖s_ativa〗_(contrato_antigo) (localidade))+NumAcessos(localidade,mese〖s_ativa〗_(contrato_novo) (localidade)))/(mese〖s_ativa〗_(contrato_antigo) (localidade)+mese〖s_ativa〗_(contrato_novo) (localidade))
OBS: Durante a modernização, algumas localidades tiveram problemas na aquisição dos dados de acessos durante alguns meses. Esses pontos problemáticos foram desconsiderados do cálculo da média mensal de acessos.
",False,1,2020-02-13 16:21:36.183105,184147,2,,Número médio de acessos aos pontos de wifi livre,Anual,Município,Início: 2014 - atualmente,,"Lançado em 2014, o programa WiFi Livre SP ofertava 120 pontos de conectividade em parques e praças da cidade. Em 2019, o programa entrou em fase de expansão. Ao longo do ano, todas as 120 localidades originais do programa foram modernizadas (troca de equipamentos de wi-fi, com atualização tecnológica, melhora na abrangência do sinal e na qualidade da internet) e foi feita a migração do contrato do formato oneroso para o novo formato não-oneroso (no qual as empresas se remuneram por meio de publicidade digital no momento de autenticação na rede), celebrado com as novas empresas credenciadas para o fornecimento do WiFi. Além da modernização das 120 localidades originais, foram implementadas 120 novas localidades, resultando no total de 240 pontos ao final de 2019. 
Com a modernização do programa, a forma como são medidos os dados de acessos nas localidades mudou significativamente. 
No formato anterior do programa, o usuário não necessitava de autenticação para o acesso ao wi-fi. Os aparelhos dos munícipes – uma vez que estivessem com o wi-fi habilitado e a rede do WiFi Livre SP salva – se conectavam automaticamente ao entrarem no alcance de uma das redes do programa, mesmo que não houvesse uso ativo ou intencional da Internet. Essas conexões não-intencionais, chamadas de conexões espúrias, faziam com que o número de acessos totais nas localidades antes da modernização fosse muito elevado, já que todas as conexões, propositais ou não, eram contabilizadas.  
No novo formato do programa, é necessário que o usuário passe por um breve processo de autenticação antes de utilizar a rede wi-fi, motivo pelo qual as conexões espúrias não são mais contabilizadas no cálculo de acessos. Assim, adotou-se uma nova métrica de acessos nesta nova fase do programa - em que são levadas em conta apenas as conexões intencionais e de uso ativo dos munícipes. Por um lado, essa métrica produz um número de acessos menor do que a anterior. Por outro lado, a nova métrica produz uma informação muito mais confiável e útil para a avaliação do programa WiFi Livre SP.  
",Secretaria Municipal de Inovação e Tecnologia (SMIT),False
340,343.0,Número de parcerias estabelecidas para cessão de espaços públicos ociosos para fins de atividades culturais,"[{""caractere"":""V0350"",""tipo"":""variavel""}]",,,,False,1,2020-01-13 15:35:42.929002,184147,1,,Número de parcerias estabelecidas para cessão de espaços públicos ociosos para fins de atividades culturais,Anual,Município,2018,,,Secretaria Municipal de Cultura (SMC),False
341,342.0,Número de equipamentos administrados pelo novo modelo de gestão. ,"[{""caractere"":""V0349"",""tipo"":""variavel""}]",,,,False,1,2020-01-13 15:36:02.165005,184147,1,,"Administração de grandes equipamentos culturais de forma mais ágil, com maior e mais rápido retorno cultural para a cidade.",Anual,Município,2018,,,Secretaria Municipal de Cultura (SMC),False
342,52.0,Alunos da rede municipal de ensino da raça/cor parda (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0036"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0009"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-11-25 09:59:59.562580,184147,2,,Expressa o percentual de alunos  da raça/cor parda matriculados na rede municipal de ensino.,Anual,Município; Distrito; Subprefeitura,início: 2016 - atualmente,,Há aproximadamente 242.000 alunos que não declararam sua cor em 2015.,Secretaria Municipal de Educação (SME),False
343,291.0,[ODS.17.16] Número de missões internacionais enviadas pela Prefeitura,"[{""caractere"":""V0287"",""tipo"":""variavel""}]",,,,False,1,2020-06-26 14:29:43.082676,184147,1,,Número de missões internacionais enviadas pela Prefeitura no ano de referência,Anual,Município,2013 e 2017,,,Secretaria do Governo Municipal (SGM),True
344,348.0,Proporção de óbitos nas internações por Infarto Agudo do Miocárdio (IAM) nos estabelecimentos de gestão municipal (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0358"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0359"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-05-14 17:08:17.431202,184147,2,,,Anual,Município,2018,,Sistema de Informações Hospitalares – SIHSUS; Secretaria Municipal de Saúde (SMS),,False
345,346.0,Número de novos hospitais entregues,"[{""caractere"":""V0355"",""tipo"":""variavel""}]",,,,False,1,2020-01-13 16:11:14.371152,184147,1,,,,,,,,,True
346,27.0,Alunos da rede municipal de ensino do sexo feminino (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0008"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0009"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",Expressa em porcentagem quantas pessoas do sexo feminino está matriculada em escolas da rede municipal de ensino.,,,False,1,2020-11-25 10:04:13.190796,184147,2,,Percentual de alunos do sexo feminino matriculados na rede municipal de ensino.,Anual,Município; Distrito; Subprefeitura,início: 2016 - atualmente,,,Secretaria Municipal da Educação (SME),False
347,55.0,Alunos da rede municipal de ensino da raça/cor preta (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0042"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0009"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-11-25 10:01:46.707463,184147,2,,Expressa o percentual de alunos  da raça/cor preta matriculados na rede municipal de ensino.,Anual,Município; Distrito; Subprefeitura,início: 2016 - atualmente,,,"Secretaria Municipal da Educação (SME),",False
348,349.0,Índice de Discricionariedade Orçamentária (IDO),"[{""caractere"":""V0360"",""tipo"":""variavel""}]",,,"Quanto maior a quantidade de recursos orçamentários disponíveis, desvinculados dos gastos rígidos, em melhor situação estará a Prefeitura, pois maior será a sua margem de manobra para aplicação em outras áreas, o que se reflete em melhorias mais amplas para a sociedade. Para a apuração do grupo de despesas rígidas ampliado foram considerados:
1) Precatórios (Todas as dotações dentro da U.O. 28.21, Fonte 00); 
2) Dívida Pública (Dotações de PAPA ""Operação Especial"" dentro da U.O. 28.17); 
3) Demais Encargos Gerais do Município – EGM (Todas as dotações dentro do Órgão 28, exceto precatórios, dívidas e dotações dentro da U.O. 28.13 que são gastos com inativos; 
4) Limpeza (Todas as dotações no Órgão 81 (AMLURB), Fonte 00); 
5) Compensação tarifária do sistema de ônibus (Ação orçamentária 4.701 do órgão 20.10); 
6) Despesa com Pessoal Ativo (PAPA = Pessoal e Auxílios, Fonte 00 - Tesouro Municipal, exceto Órgãos 03 - IPREM e 28.21, referentes a precatórios); 
7) Despesas com Pessoal Inativo na fonte municipal (PAPA = Pessoal e Auxílios, Fonte 00 - Tesouro Municipal, Órgão 03 – IPREM) e na fonte 06 (Fonte 06, Órgão 03 – IPREM); 
8) Gastos com Educação (Fonte 00, Órgão 16, exceto PAPA = Pessoal e Auxílio); 
9) Gastos com Saúde (Fonte 00, Órgãos 01 - AHM, 02 -HSPM e 84 -FMS, exceto PAPA = Pessoal e Auxílio);
10) Gastos com convênios de Assistência Social (conta de despesa 33503900)",False,1,2020-01-13 17:05:09.328669,184147,2,,"O Índice de Disponibilidade Orçamentária (IDO) mensura o grau de engessamento do orçamento. Em seu conceito ampliado, além de consideradas as despesas vinculadas legal ou judicialmente, também se considera aquele grupo de despesas cuja margem de manobra do gestor público mostra-se reduzida, seja pela rigidez contratual, seja pela importância social do serviço prestado.",Anual,Município,2018,,"O Índice é composto pela diferença em relação à unidade da razão entre a soma do montante do empenho líquido do grupo de despesas rígidas no critério ampliado (El""DRA"" ) e o total do empenho líquido do exercício, multiplicado o resultado por 100. Para esta categorização de despesas foram considerados os gastos com saúde, educação, assistência social, pessoal, compensação tarifária do ônibus, limpeza pública, dívida pública e precatórios, conforme nota técnica.",Secretaria Municipal da Fazenda (SF),False
349,48.0,Alunos da rede municipal de ensino da raça/cor amarela (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0033"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0009"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-11-25 10:06:13.174920,184147,2,,"Se todos o alunos da rede municipal de ensino fossem da raça/cor amarela, o total seria 100%.",Anual,Municipio; Distrito; Subprefeitura,início: 2016 - atualmente,,Há aproximadamente 242.000 alunos que não declararam sua cor em 2015.,Secretaria Municipal de Educação (SME),False
350,398.0,[ODS.02.03] Terras indígenas no município (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0415"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0416"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-06-26 13:46:26.387856,184147,2,,Terras indígenas demarcadas,,Município,2016,,"Importante destacar que a demarcação dessas terras foi realizada em 2016, não existe periodicidade constante de atualização.  ",Secretaria do Verde e do Meio Ambiente (SVMA); Funai,False
351,163.0,[ODS.03.06] Mortes no trânsito (por 100 mil habitantes),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0161"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0001"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100000"",""tipo"":""constante""}]",,,,False,1,2020-06-26 13:48:15.625088,184147,2,,"Expressa o total de óbitos decorrentes de acidentes de trânsito, para cada 100 pessoas. São consideradas as mortes no local ou posteriores, independente da data em que tenha ocorrido o acidente de trânsito. ",anual,Município; Subprefeitura,Início: 2009 - atualmente,,TAG: PPA 2018-2021/ Plano de Metas 2017-2020,Secretaria de Segurança Pública (SSP); Companhia de Engenharia de Tráfego (CET); Fundação Sistema Estadual de Análise de Dados (SEADE); Secretaria Municipal de Mobilidade e transportes (SMT),True
352,200.0,"[ODS.08.09] Arrecadação de Imposto Sobre Serviços (ISS) de serviços de turismo, hospedagem, eventos e assemelhados (R$)","[{""caractere"":""V0158"",""tipo"":""variavel""}]",,,,False,1,2020-06-26 13:49:22.126836,184147,2,,"Total recolhido de Imposto Sobre Serviços (ISS) sobre serviços de turismo, hospedagem, eventos e assemelhados (Grupo 13). O ISS é um tributo administrado pelos municípios e Distrito Federal sobre serviços de qualquer natureza.",anual,Município,Início: 2005 - Atualmente,,,São Paulo Turismo S/A (SPTuris),True
353,261.0,[ODS.10.02] Servidores públicos ativos negros (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0267"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0199"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-06-26 13:50:41.910191,184147,2,,"Proporção dos servidores ativos da Prefeitura de São Paulo que se autodeclara negros(as) - a autodeclaração não é obrigatória. Compreende servidores que se autodeclaram pardos e pretos.  Considera-se  para cômputo deste indicador, todos os órgãos da administração direta municipal.",anual,Município,Início: 2008 - atualmente,,Cidades Sustentáveis,Secretaria Municipal de Gestão (SMG),True
354,351.0,Proporção de óbitos nas internações por Acidente Vascular Encefálico (AVE) nos estabelecimentos de gestão municipal (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0363"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0364"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-01-14 11:54:13.229917,184147,2,,Diminuir a mortalidade por Acidente Vascular Encefálico (AVE) para 10% nas unidades de emergência,Anual,Município,2018,,,Sistema de Informações Hospitalares (SIHSUS); Secretaria Municipal de Saúde (SMS),False
355,350.0,Proporção de óbitos nas internações por Insuficiência Cardíaca Congestiva (ICC) e seus agravos nos estabelecimentos de gestão municipal (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0361"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0362"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-01-14 11:54:31.699546,184147,2,,Diminuir a mortalidade por insuficiência cardíaca descompensada nas unidades de emergência em 40%,,Município,2018,,,Sistema de Informações Hospitalares (SIHSUS); Secretaria Municipal de Saúde (SMS),False
